470.8154,0.6359
442.9968,0.6041
466.0018,0.6036
474.8172,0.6347
445.8061,0.6256
448.6847,0.6423
439.4212,0.6251
451.4380,0.6321
440.7793,0.6179
474.4354,0.6229
466.9223,0.6176
434.6683,0.6419
465.5699,0.6261
443.1449,0.6327
442.5483,0.6345
478.9365,0.6078
434.5787,0.6117
450.4976,0.6266
440.2739,0.0316
458.2916,0.6313
437.1906,0.6327
477.7665,0.6132
483.8953,0.6253
435.6043,0.6396
435.8070,0.6377
453.0015,0.6298
481.6715,0.6160
435.0881,0.6192
445.5804,0.5989
465.2049,0.6138
440.6658,0.6348
455.2938,0.5978
442.7918,0.6296
435.1154,0.6558
440.7378,0.6075
439.0405,0.6114
455.5921,0.6432
477.0211,0.6130
433.2818,0.6226
475.0435,0.6209
442.2613,0.6163
449.9775,0.6011
430.6206,0.6466
483.5974,0.6157
452.6705,0.6315
445.0443,0.6235
474.6576,0.6317
446.2110,0.6320
460.3150,0.6176
442.9910,0.6185
444.6310,0.6054
474.9518,0.6146
432.7484,0.6231
485.4579,0.6256
435.6793,0.6350
477.4278,0.6058
468.6865,0.6216
439.2501,0.6191
441.9906,0.6200
456.9908,0.6263
434.5887,0.6225
437.3056,0.6226
443.2186,0.6325
440.6692,0.0316
457.2042,0.6320
437.2300,0.6122
467.6029,0.6200
433.1175,0.6173
462.6560,0.6163
434.3441,0.6220
461.8230,0.6187
466.0165,0.6163
443.6176,0.6198
473.4937,0.6167
449.7188,0.6404
437.9947,0.6294
466.3592,0.5966
434.1628,0.6119
438.2127,0.6466
443.5919,0.6125
434.1359,0.6021
440.7340,0.6277
476.6321,0.6182
461.8799,0.6476
436.8135,0.6295
445.5796,0.6029
461.9437,0.6250
442.9125,0.6175
447.0706,0.6258
462.9815,0.6376
448.0389,0.6236
431.8152,0.6363
450.7957,0.6188
438.1267,0.5861
485.8231,0.6232
444.0342,0.6222
478.5130,0.5757
451.5401,0.6054
467.2945,0.6217
488.8488,0.5862
443.3520,0.6327
464.8083,0.6357
446.0735,0.6485
442.2864,0.6098
464.5912,0.6177
438.1163,0.6164
468.6696,0.6097
440.9908,0.6278
447.8852,0.6376
446.0236,0.6037
488.0692,0.6056
467.2480,0.6060
432.7459,0.6362
435.2600,0.6155
439.0968,0.6134
441.1309,0.6031
438.8917,0.6142
433.2661,0.6186
470.9477,0.6269
468.6822,0.6173
471.4299,0.6085
448.9071,0.6334
471.0206,0.6037
473.1485,0.6011
465.2122,0.6322
437.6322,0.6240
484.4373,0.6219
468.1183,0.6161
434.7061,0.6155
452.5982,0.6297
440.2398,0.6269
465.9220,0.6253
436.5872,0.6191
443.9103,0.6354
461.3967,0.6164
459.6842,0.6289
456.9629,0.6270
463.2301,0.6496
483.3534,0.6250
456.6417,0.6382
463.4322,0.6118
486.7553,0.0316
473.0848,0.6156
443.6661,0.6243
451.4333,0.6086
440.3637,0.6182
435.7523,0.6209
463.5741,0.6125
459.9089,0.6289
457.0524,0.6461
470.8665,0.6449
479.9529,0.6191
471.6308,0.6321
459.6305,0.6450
433.9331,0.6222
451.5289,0.6319
448.2022,0.6082
452.4714,0.6358
443.8694,0.6074
442.3988,0.6355
470.3616,0.6249
453.6161,0.6336
440.5593,0.6145
451.4240,0.6310
448.5091,0.6287
439.8424,0.6307
454.0372,0.6519
475.3658,0.6344
434.5620,0.6180
455.2867,0.6237
454.3240,0.6037
473.9991,0.6095
458.6516,0.6200
452.0363,0.6353
437.4609,0.6104
451.5590,0.6305
459.3725,0.6346
472.1434,0.6226
439.0932,0.6271
435.6288,0.6168
476.9953,0.6126
444.3411,0.6501
481.0590,0.6383
480.1739,0.5621
439.5117,0.6238
446.1736,0.6265
433.1015,0.6203
452.3629,0.6032
436.7606,0.6244
463.5428,0.6289
479.0383,0.6385
450.6750,0.6282
464.5853,0.6264
460.8982,0.6266
444.1884,0.6291
444.1548,0.6089
470.7411,0.6303
448.0504,0.6261
481.6093,0.6097
462.6463,0.6289
468.4876,0.6501
438.0009,0.6071
433.2999,0.6005
465.5759,0.6219
468.5043,0.6299
433.1745,0.6345
483.3981,0.5994
445.9151,0.6366
438.5860,0.6267
444.6006,0.6229
470.9758,0.6240
443.0646,0.6233
452.3486,0.6161
478.5563,0.6207
441.6483,0.6105
447.2784,0.6285
450.6699,0.6440
429.3737,0.6333
437.7943,0.6231
449.8449,0.6137
471.4963,0.6224
464.5193,0.6336
480.2160,0.6139
484.0086,0.6135
435.5225,0.6315
429.8078,0.6431
442.5571,0.6381
441.3380,0.6287
436.1902,0.6324
447.4413,0.6198
431.9737,0.6141
457.7941,0.6396
435.3904,0.6230
433.2578,0.6208
436.8005,0.6139
462.7619,0.6605
448.9151,0.6294
438.2569,0.6091
449.4357,0.6248
436.1944,0.6151
432.7419,0.6201
465.0305,0.6222
447.4524,0.6367
435.5658,0.6242
458.1126,0.6448
434.8089,0.6189
433.9249,0.6118
471.9747,0.6233
432.2565,0.6332
444.5709,0.6199
474.8876,0.6099
478.1841,0.5973
462.1361,0.6329
444.0200,0.6334
437.0774,0.6016
481.7896,0.6195
447.2299,0.6056
452.6542,0.6297
443.0696,0.6254
438.3436,0.6242
450.0508,0.6312
444.3002,0.6313
478.7613,0.6140
479.7098,0.6160
475.9984,0.6199
447.1510,0.6291
438.9188,0.6401
469.0923,0.6150
445.0624,0.6325
457.4853,0.6379
467.4482,0.6316
465.2856,0.6292
449.6935,0.6060
441.1662,0.6240
450.8087,0.6358
432.3003,0.6309
459.1889,0.6261
486.4996,0.6286
473.4206,0.5945
432.8403,0.6336
440.1982,0.6379
441.7615,0.6095
453.2527,0.6099
480.9900,0.6447
429.8104,0.6394
435.0587,0.6296
472.8704,0.6332
447.9245,0.6235
465.7731,0.6126
462.4969,0.6384
443.7181,0.6275
433.8285,0.6260
464.6068,0.6076
460.2022,0.6338
440.8130,0.6573
435.0995,0.6360
478.0099,0.6042
447.6892,0.6210
439.1816,0.6292
472.0034,0.6124
483.4243,0.6154
432.8591,0.6239
436.7940,0.6294
447.6672,0.6414
483.8139,0.6130
459.0865,0.6211
432.8230,0.6104
475.6362,0.0316
438.1260,0.6101
464.8455,0.6226
430.6831,0.6157
434.1606,0.6314
433.8905,0.6250
469.4569,0.6136
486.4772,0.6306
442.0380,0.6129
469.4409,0.6127
435.1003,0.6223
445.1283,0.6150
433.6702,0.6219
469.0896,0.6202
471.5822,0.6148
460.5247,0.6190
464.2923,0.6086
435.8951,0.6240
438.3712,0.6186
465.8942,0.6253
